-DOCSTART- -X- -X- O
clinically NN O O
significant NN O O
liver NN O O
enzyme NN O O
elevations NN O O
and NN O O
if NN O O
abnormal NN O O
liver NN O O
tests NN O O
persist NN O O
or NN O O
worsen NN O O
, NN O O
NESINA NN O O
should NN O O
be NN O O
interrupted NN O O
and NN O O
investigation NN O O
done NN O O
to NN O O
establish NN O O
the NN O O
probable NN O O
cause NN O O
. NN O O
NESINA NN O O
should NN O O
not NN O O
be NN O O
restarted NN O O
in NN O O
these NN O O
patients NN O O
without NN O O
another NN O O
explanation NN O O
for NN O O
the NN O O
liver NN O O
test NN O O
abnormalities NN O O
. NN O O
5.4 NN O O
Use NN O O
with NN O O
Medications NN O O
Known NN O O
to NN O O
Cause NN O O
Hypoglycemia NN O O
Insulin NN O O
and NN O O
insulin NN O O
secretagogues NN O O
, NN O O
such NN O O
as NN O O
sulfonylureas NN O O
, NN O O
are NN O O
known NN O O
to NN O O
cause NN O O
hypoglycemia NN O O
. NN O O
Therefore NN O O
, NN O O
a NN O O
lower NN O O
dose NN O O
of NN O O
insulin NN O O
or NN O O
insulin NN O O
secretagogue NN O O
may NN O O
be NN O O
required NN O O
to NN O O
minimize NN O O
the NN O O
risk NN O O
of NN O O
hypoglycemia NN O O
when NN O O
used NN O O
in NN O O
combination NN O O
with NN O O
NESINA. NN O O
5.5 NN O O
Severe NN O O
and NN O O
Disabling NN O O
Arthralgia NN O O
There NN O O
have NN O O
been NN O O
postmarketing NN O O
reports NN O O
of NN O O
severe NN B-Severity B-Severity
and NN O O
disabling NN B-Severity B-Severity
arthralgia NN B-AdverseReaction B-AdverseReaction
in NN O O
patients NN O O
taking NN O O
DPP-4 NN B-DrugClass B-DrugClass
inhibitors NN I-DrugClass I-DrugClass
The NN O O
time NN O O
to NN O O
onset NN O O
of NN O O
symptoms NN O O
following NN O O
initiation NN O O
of NN O O
drug NN O O
therapy NN O O
varied NN O O
from NN O O
one NN O O
day NN O O
to NN O O
years NN O O
. NN O O
Patients NN O O
experienced NN O O
relief NN O O
of NN O O
symptoms NN O O
upon NN O O
discontinuation NN O O
of NN O O
the NN O O
medication NN O O
. NN O O
A NN O O
subset NN O O
of NN O O
patients NN O O
experienced NN O O
a NN O O
recurrence NN O O
of NN O O
symptoms NN O O
when NN O O
restarting NN O O
the NN O O
same NN O O
drug NN O O
or NN O O
a NN O O
different NN O O
DPP-4 NN O O
inhibitor NN O O
. NN O O
Consider NN O O
DPP-4 NN O O
inhibitors NN O O
as NN O O
a NN O O
possible NN O O
cause NN O O
for NN O O
severe NN O O
joint NN O O
pain NN O O
and NN O O
discontinue NN O O
drug NN O O
if NN O O
appropriate NN O O
. NN O O
5.6 NN O O
Macrovascular NN O O
Outcomes NN O O
There NN O O
have NN O O
been NN O O
no NN O O
clinical NN O O
studies NN O O
establishing NN O O
conclusive NN O O
evidence NN O O
of NN O O
macrovascular NN O O
risk NN O O
reduction NN O O
with NN O O
NESINA NN O O
or NN O O
any NN O O
other NN O O
antidiabetic NN O O
drug NN O O
. NN O O

-DOCSTART- -X- -X- O

6 NN O O
ADVERSE NN O O
REACTIONS NN O O
EXCERPT NN O O
: NN O O
Most NN O O
common NN O O
adverse NN O O
reactions NN O O
( NN O O
> NN O O
1 NN O O
% NN O O
and NN O O
more NN O O
common NN O O
than NN O O
with NN O O
placebo NN O O
) NN O O
: NN O O
ocular NN B-AdverseReaction B-AdverseReaction
irritation NN I-AdverseReaction I-AdverseReaction
application NN B-AdverseReaction B-AdverseReaction
site NN I-AdverseReaction I-AdverseReaction
irritation NN I-AdverseReaction I-AdverseReaction
and NN O O
application NN B-AdverseReaction B-AdverseReaction
site NN I-AdverseReaction I-AdverseReaction
anesthesia NN I-AdverseReaction I-AdverseReaction
and NN O O
hypoesthesia NN O O
. NN O O
( NN O O
6 NN O O
) NN O O
To NN O O
report NN O O
SUSPECTED NN O O
ADVERSE NN O O
REACTIONS NN O O
, NN O O
contact NN O O
Zylera NN O O
Pharmaceuticals NN O O
, NN O O
LLC. NN O O
at NN O O
1 NN O O
- NN O O
866 NN O O
- NN O O
416 NN O O
- NN O O
9637 NN O O
or NN O O
FDA NN O O
at NN O O
1 NN O O
- NN O O
800-FDA-1088 NN O O
or NN O O
www.fda.gov/medwatch NN O O
. NN O O
6.1 NN O O
Clinical NN O O
Trials NN O O
Experience NN O O
Because NN O O
clinical NN O O
trials NN O O
are NN O O
conducted NN O O
under NN O O
widely NN O O
varying NN O O
conditions NN O O
, NN O O
adverse NN O O
reaction NN O O
rates NN O O
observed NN O O
in NN O O
the NN O O
clinical NN O O
trials NN O O
of NN O O
a NN O O
drug NN O O
can NN O O
not NN O O
be NN O O
directly NN O O
compared NN O O
to NN O O
rates NN O O
in NN O O
the NN O O
clinical NN O O
trials NN O O
of NN O O
another NN O O
drug NN O O
and NN O O
may NN O O
not NN O O
reflect NN O O
the NN O O
rates NN O O
observed NN O O
in NN O O
clinical NN O O
practice NN O O
. NN O O
The NN O O
rates NN O O
of NN O O
adverse NN O O
reactions NN O O
below NN O O
were NN O O
derived NN O O
from NN O O
two NN O O
randomized NN O O
, NN O O
multi NN O O
- NN O O
center NN O O
, NN O O
vehicle NN O O
- NN O O
controlled NN O O
clinical NN O O
trials NN O O
and NN O O
one NN O O
open NN O O
- NN O O
label NN O O
study NN O O
in NN O O
subjects NN O O
with NN O O
head NN O O
lice NN O O
infestation NN O O
. NN O O
Skin NN O O
, NN O O
scalp NN O O
, NN O O
and NN O O
ocular NN O O
irritation NN O O
were NN O O
monitored NN O O
in NN O O
the NN O O
clinical NN O O
trials NN O O
. NN O O
All NN O O
subjects NN O O
were NN O O
queried NN O O
about NN O O
the NN O O
presence NN O O
of NN O O
skin NN O O
and NN O O
scalp NN O O
symptoms NN O O
; NN O O
the NN O O
results NN O O
are NN O O
presented NN O O
in NN O O
Table NN O O
2 NN O O
. NN O O
Table NN O O
2 NN O O
: NN O O
Monitored NN O O
Adverse NN O O
Reactions NN O O
- NN O O
Application NN O O
Site NN O O
Symptoms NN O O
Event NN O O
ULESFIA NN O O
( NN O O
r NN O O
) NN O O
Lotion NN O O
Vehicle NN O O
Application NN B-AdverseReaction B-AdverseReaction
site NN I-AdverseReaction I-AdverseReaction
Irritation NN I-AdverseReaction I-AdverseReaction
2 NN O O
% NN O O
( NN O O
11/478 NN O O
) NN O O
1 NN O O
% NN O O
( NN O O
2/336 NN O O
) NN O O
Application NN B-AdverseReaction B-AdverseReaction
site NN I-AdverseReaction I-AdverseReaction
anesthesia NN I-AdverseReaction I-AdverseReaction
&hypoesthesia NN O O
2 NN O O
% NN O O
( NN O O
10/478 NN O O
) NN O O
0 NN O O
% NN O O
( NN O O
0/336 NN O O
) NN O O
Pain NN B-AdverseReaction B-AdverseReaction
1 NN O O
% NN O O
( NN O O
5/478 NN O O
) NN O O
0 NN O O
% NN O O
( NN O O
1/336 NN O O
) NN O O
The NN O O
subset NN O O
of NN O O
subjects NN O O
who NN O O
did NN O O
not NN O O
have NN O O
pruritus NN O O
, NN O O
erythema NN O O
, NN O O
edema NN O O
or NN O O
pyoderma NN O O
of NN O O
skin NN O O
and NN O O
scalp NN O O
, NN O O
or NN O O
ocular NN O O
irritation NN O O
prior NN O O
to NN O O
treatment NN O O
were NN O O
assessed NN O O
for NN O O
these NN O O
signs NN O O
and NN O O
symptoms NN O O
after NN O O
treatment NN O O
; NN O O
the NN O O
results NN O O
are NN O O
presented NN O O
in NN O O
Table NN O O
3 NN O O
. NN O O
Table NN O O
3 NN O O
: NN O O
Monitored NN O O
Adverse NN O O
Reactions NN O O
- NN O O
Pruritus NN B-AdverseReaction B-AdverseReaction
Erythema NN B-AdverseReaction B-AdverseReaction
Pyoderma NN B-AdverseReaction B-AdverseReaction
and NN O O
Ocular NN B-AdverseReaction B-AdverseReaction
Irritation NN I-AdverseReaction I-AdverseReaction
with NN O O
Onset NN O O
After NN O O
Treatment NN O O
Signs/Symptoms NN O O
ULESFIA NN O O
( NN O O
r NN O O
) NN O O
Lotion NN O O
Vehicle NN O O
Pruritus NN B-AdverseReaction B-AdverseReaction
12 NN O O
% NN O O
( NN O O
14/116 NN O O
) NN O O
4 NN O O
% NN O O
( NN O O
3/67 NN O O
) NN O O
Erythema NN B-AdverseReaction B-AdverseReaction
10 NN O O
% NN O O
( NN O O
32/309 NN O O
) NN O O
9 NN O O
% NN O O
( NN O O
19/217 NN O O
) NN O O
Pyoderma NN B-AdverseReaction B-AdverseReaction
7 NN O O
% NN O O
( NN O O
22/308 NN O O
) NN O O
4 NN O O
% NN O O
( NN O O
10/230 NN O O
) NN O O
Ocular NN B-AdverseReaction B-AdverseReaction
irritation NN I-AdverseReaction I-AdverseReaction
6 NN O O
% NN O O
( NN O O
26/428 NN O O
) NN O O
1 NN O O
% NN O O
( NN O O
3/313 NN O O
) NN O O
Other NN O O
less NN O O
common NN O O
reactions NN O O
( NN O O
less NN O O
than NN O O
1 NN O O
% NN O O
but NN O O
more NN O O
than NN O O
0.1 NN O O
% NN O O
) NN O O
were NN O O
, NN O O
in NN O O
decreasing NN O O
order NN O O
of NN O O
incidence NN O O
: NN O O
application NN B-AdverseReaction B-AdverseReaction
site NN I-AdverseReaction I-AdverseReaction
dryness NN I-AdverseReaction I-AdverseReaction
application NN B-AdverseReaction B-AdverseReaction
site NN I-AdverseReaction I-AdverseReaction
excoriation NN I-AdverseReaction I-AdverseReaction
paraesthesia NN B-AdverseReaction B-AdverseReaction
application NN B-AdverseReaction B-AdverseReaction
site NN I-AdverseReaction I-AdverseReaction
dermatitis NN I-AdverseReaction I-AdverseReaction
excoriation NN B-AdverseReaction B-AdverseReaction
thermal NN B-AdverseReaction B-AdverseReaction
burn NN I-AdverseReaction I-AdverseReaction
dandruff NN B-AdverseReaction B-AdverseReaction
erythema NN B-AdverseReaction B-AdverseReaction
rash NN B-AdverseReaction B-AdverseReaction
and NN O O
skin NN B-AdverseReaction B-AdverseReaction
exfoliation NN I-AdverseReaction I-AdverseReaction
5 NN O O
WARNINGS NN O O
AND NN O O
PRECAUTIONS NN O O
EXCERPT NN O O
: NN O O
* NN O O
Neonatal NN B-AdverseReaction B-AdverseReaction
toxicity NN I-AdverseReaction I-AdverseReaction
Risk NN B-Factor B-Factor
of NN O O
gasping NN B-AdverseReaction B-AdverseReaction
syndrome NN I-AdverseReaction I-AdverseReaction
if NN O O
benzyl NN O O
alcohol NN O O
is NN O O
used NN O O
in NN O O
neonates NN O O
. NN O O
( NN O O
5.1 NN O O
) NN O O
* NN O O
Eye NN B-AdverseReaction B-AdverseReaction
irritation NN I-AdverseReaction I-AdverseReaction
Avoid NN O O
eye NN O O
exposure NN O O
. NN O O
Flush NN O O
immediately NN O O
with NN O O
water NN O O
if NN O O
ULESFIA NN O O
( NN O O
r NN O O
) NN O O
Lotion NN O O
comes NN O O
into NN O O
contact NN O O
with NN O O
eyes NN O O
. NN O O
( NN O O
5.2 NN O O
) NN O O
* NN O O
Contact NN B-AdverseReaction B-AdverseReaction
dermatitis NN I-AdverseReaction I-AdverseReaction
May NN B-Factor B-Factor
occur NN O O
with NN O O
ULESFIA NN O O
( NN O O
r NN O O
) NN O O
Lotion NN O O
. NN O O
( NN O O
5.3 NN O O
) NN O O
* NN O O
Use NN O O
in NN O O
children NN O O
: NN O O
ULESFIA NN O O
( NN O O
r NN O O
) NN O O
Lotion NN O O
should NN O O
only NN O O
be NN O O
used NN O O
on NN O O
children NN O O
under NN O O
the NN O O
direct NN O O
supervision NN O O
of NN O O
an NN O O
adult NN O O
. NN O O
Keep NN O O
out NN O O
of NN O O
reach NN O O
of NN O O
children NN O O
. NN O O
( NN O O
5.4 NN O O
) NN O O
5 NN O O
. NN O O
1 NN O O
Neonatal NN O O
Toxicity NN O O
Intravenous NN O O
administration NN O O
of NN O O
products NN O O
containing NN O O
benzyl NN O O
alcohol NN O O
has NN O O
been NN O O
associated NN O O
with NN O O
neonatal NN B-AdverseReaction B-AdverseReaction
gasping NN I-AdverseReaction I-AdverseReaction
syndrome NN I-AdverseReaction I-AdverseReaction
consisting NN O O
of NN O O
severe NN B-Severity B-Severity
metabolic NN B-AdverseReaction B-AdverseReaction
acidosis NN I-AdverseReaction I-AdverseReaction
gasping NN B-AdverseReaction B-AdverseReaction
respirations NN I-AdverseReaction I-AdverseReaction
progressive NN B-AdverseReaction B-AdverseReaction
hypotension NN I-AdverseReaction I-AdverseReaction
seizures NN B-AdverseReaction B-AdverseReaction
central NN B-AdverseReaction B-AdverseReaction
nervous NN I-AdverseReaction I-AdverseReaction
system NN I-AdverseReaction I-AdverseReaction
depression NN I-AdverseReaction I-AdverseReaction
intraventricular NN B-AdverseReaction B-AdverseReaction
hemorrhage NN I-AdverseReaction I-AdverseReaction
and NN O O
death NN B-AdverseReaction B-AdverseReaction
in NN O O
preterm NN O O
, NN O O
low NN O O
birth NN O O
weight NN O O
infants NN O O
. NN O O
Neonates NN O O
( NN O O
i.e. NN O O
patients NN O O
less NN O O
than NN O O
1 NN O O
month NN O O
of NN O O
age NN O O
or NN O O
preterm NN O O
infants NN O O
with NN O O
a NN O O
corrected NN O O
age NN O O
of NN O O
less NN O O
than NN O O
44 NN O O
weeks NN O O
) NN O O
could NN O O
be NN O O
at NN O O
risk NN B-Factor B-Factor
for NN O O
gasping NN B-AdverseReaction B-AdverseReaction
syndrome NN I-AdverseReaction I-AdverseReaction
if NN O O
treated NN O O
with NN O O
ULESFIA NN O O
( NN O O
r NN O O
) NN O O
Lotion NN O O
[ NN O O
see NN O O
Use NN O O
in NN O O
Specific NN O O
Populations NN O O
( NN O O
8.4 NN O O
) NN O O
] NN O O
. NN O O
5.2 NN O O
Eye NN O O
Irritation NN O O
Avoid NN O O
eye NN O O
exposure NN O O
. NN O O
ULESFIA NN O O
( NN O O
r NN O O
) NN O O
Lotion NN O O
may NN B-Factor B-Factor
cause NN O O
eye NN B-AdverseReaction B-AdverseReaction
irritation NN I-AdverseReaction I-AdverseReaction
If NN O O
ULESFIA NN O O
( NN O O
r NN O O
) NN O O
Lotion NN O O
comes NN O O
in NN O O
contact NN O O
with NN O O
the NN O O
eyes NN O O
, NN O O
flush NN O O
them NN O O
immediately NN O O
with NN O O
water NN O O
. NN O O
If NN O O
irritation NN O O
persists NN O O
, NN O O
consult NN O O
a NN O O
physician NN O O
. NN O O
5 NN O O
. NN O O
3 NN O O
Contact NN O O
Dermatitis NN O O
ULESFIA NN O O
( NN O O
r NN O O
) NN O O
Lotion NN O O
may NN B-Factor B-Factor
cause NN O O
allergic NN O O
or NN O O
irritant NN B-AdverseReaction B-AdverseReaction
dermatitis NN I-AdverseReaction I-AdverseReaction
5.4 NN O O
Use NN O O
in NN O O
Children NN O O
ULESFIA NN O O
( NN O O
r NN O O
) NN O O
Lotion NN O O
should NN O O
only NN O O
be NN O O
used NN O O
on NN O O
children NN O O
( NN O O
6 NN O O
months NN O O
of NN O O
age NN O O
and NN O O
older NN O O
) NN O O
under NN O O
the NN O O
direct NN O O
supervision NN O O
of NN O O
an NN O O
adult NN O O
. NN O O
Keep NN O O
out NN O O
of NN O O
reach NN O O
of NN O O
children NN O O
. NN O O

-DOCSTART- -X- -X- O

6 NN O O
ADVERSE NN O O
REACTIONS NN O O
Because NN O O
clinical NN O O
trials NN O O
are NN O O
conducted NN O O
under NN O O
widely NN O O
varying NN O O
conditions NN O O
, NN O O
adverse NN O O
reaction NN O O
rates NN O O
observed NN O O
in NN O O
clinical NN O O
trials NN O O
of NN O O
DALVANCE NN O O
can NN O O
not NN O O
be NN O O
directly NN O O
compared NN O O
to NN O O
rates NN O O
in NN O O
the NN O O
clinical NN O O
trials NN O O
of NN O O
another NN O O
drug NN O O
and NN O O
may NN O O
not NN O O
reflect NN O O
rates NN O O
observed NN O O
in NN O O
practice NN O O
. NN O O
EXCERPT NN O O
: NN O O
The NN O O
most NN O O
common NN O O
adverse NN O O
reactions NN O O
in NN O O
patients NN O O
treated NN O O
with NN O O
DALVANCE NN O O
were NN O O
nausea NN B-AdverseReaction B-AdverseReaction
( NN O O
5.5 NN O O
% NN O O
) NN O O
, NN O O
headache NN B-AdverseReaction B-AdverseReaction
( NN O O
4.7 NN O O
% NN O O
) NN O O
, NN O O
and NN O O
diarrhea NN B-AdverseReaction B-AdverseReaction
( NN O O
4.4 NN O O
% NN O O
) NN O O
. NN O O
To NN O O
report NN O O
SUSPECTED NN O O
ADVERSE NN O O
REACTIONS NN O O
, NN O O
contact NN O O
Durata NN O O
Therapeutics NN O O
, NN O O
Inc. NN O O
at NN O O
1 NN O O
- NN O O
855 NN O O
- NN O O
387 NN O O
- NN O O
2825 NN O O
or NN O O
FDA NN O O
at NN O O
1 NN O O
- NN O O
800-FDA-1088 NN O O
or NN O O
www.fda.gov NN O O
/medwatch NN O O
. NN O O
6.1 NN O O
Adverse NN O O
Reactions NN O O
in NN O O
Clinical NN O O
Trials NN O O
Adverse NN O O
reactions NN O O
were NN O O
evaluated NN O O
for NN O O
1778 NN O O
patients NN O O
treated NN O O
with NN O O
DALVANCE NN O O
and NN O O
1224 NN O O
patients NN O O
treated NN O O
with NN O O
comparator NN O O
antibacterial NN O O
drugs NN O O
in NN O O
seven NN O O
Phase NN O O
2 NN O O
and NN O O
Phase NN O O
3 NN O O
clinical NN O O
trials NN O O
. NN O O
A NN O O
causal NN O O
relationship NN O O
between NN O O
study NN O O
drug NN O O
and NN O O
adverse NN O O
reactions NN O O
was NN O O
not NN O O
always NN O O
established NN O O
. NN O O
The NN O O
median NN O O
age NN O O
of NN O O
patients NN O O
treated NN O O
with NN O O
DALVANCE NN O O
was NN O O
47 NN O O
years NN O O
, NN O O
ranging NN O O
between NN O O
16 NN O O
and NN O O
93 NN O O
years NN O O
old NN O O
. NN O O
Patients NN O O
treated NN O O
with NN O O
DALVANCE NN O O
were NN O O
predominantly NN O O
male NN O O
( NN O O
60 NN O O
% NN O O
) NN O O
and NN O O
Caucasian NN O O
( NN O O
78 NN O O
% NN O O
) NN O O
. NN O O
Serious NN O O
Adverse NN O O
Reactions NN O O
and NN O O
Adverse NN O O
Reactions NN O O
Leading NN O O
to NN O O
Discontinuation NN O O
Serious NN O O
adverse NN O O
reactions NN O O
occurred NN O O
in NN O O
109/1778 NN O O
( NN O O
6.1 NN O O
% NN O O
) NN O O
of NN O O
patients NN O O
treated NN O O
with NN O O
DALVANCE NN O O
and NN O O
in NN O O
80/1224 NN O O
( NN O O
6.5 NN O O
% NN O O
) NN O O
of NN O O
patients NN O O
treated NN O O
with NN O O
comparator NN O O
. NN O O
DALVANCE NN O O
was NN O O
discontinued NN O O
due NN O O
to NN O O
an NN O O
adverse NN O O
reaction NN O O
in NN O O
53/1778 NN O O
( NN O O
3 NN O O
% NN O O
) NN O O
patients NN O O
and NN O O
the NN O O
comparator NN O O
was NN O O
discontinued NN O O
due NN O O
to NN O O
an NN O O
adverse NN O O
reaction NN O O
in NN O O
35/1224 NN O O
( NN O O
2.8 NN O O
% NN O O
) NN O O
patients NN O O
. NN O O
Most NN O O
Common NN O O
Adverse NN O O
Reactions NN O O
The NN O O
most NN O O
common NN O O
adverse NN O O
reactions NN O O
in NN O O
patients NN O O
treated NN O O
with NN O O
DALVANCE NN O O
were NN O O
nausea NN B-AdverseReaction B-AdverseReaction
( NN O O
5.5 NN O O
% NN O O
) NN O O
, NN O O
headache NN B-AdverseReaction B-AdverseReaction
( NN O O
4.7 NN O O
% NN O O
) NN O O
, NN O O
and NN O O
diarrhea NN B-AdverseReaction B-AdverseReaction
( NN O O
4.4 NN O O
% NN O O
) NN O O
. NN O O
The NN O O
median NN O O
duration NN O O
of NN O O
adverse NN O O
reactions NN O O
was NN O O
4.0 NN O O
days NN O O
in NN O O
both NN O O
treatment NN O O
groups NN O O
. NN O O
Table NN O O
1 NN O O
lists NN O O
selected NN O O
adverse NN O O
reactions NN O O
occurring NN O O
in NN O O
more NN O O
than NN O O
2 NN O O
% NN O O
of NN O O
patients NN O O
treated NN O O
with NN O O
DALVANCE NN O O
in NN O O
clinical NN O O
trials NN O O
. NN O O
Table1 NN O O
. NN O O
Selected NN O O
Adverse NN O O
Reactions NN O O
in NN O O
Phase NN O O
2/3 NN O O
Trials NN O O
( NN O O
Number NN O O
( NN O O
% NN O O
) NN O O
of NN O O
Patients NN O O
) NN O O
Dalbavancin NN O O
Comparator NN O O
* NN O O
( NN O O
N NN O O
= NN O O
1778 NN O O
) NN O O
( NN O O
N NN O O
= NN O O
1224 NN O O
) NN O O
Nausea NN B-AdverseReaction B-AdverseReaction
98 NN O O
( NN O O
5.5 NN O O
) NN O O
78 NN O O
( NN O O
6.4 NN O O
) NN O O
Vomiting NN B-AdverseReaction B-AdverseReaction
50 NN O O
( NN O O
2.8 NN O O
) NN O O
37 NN O O
( NN O O
3 NN O O
) NN O O
Diarrhea NN B-AdverseReaction B-AdverseReaction
79 NN O O
( NN O O
4.4 NN O O
) NN O O
72 NN O O
( NN O O
5.9 NN O O
) NN O O
Headache NN B-AdverseReaction B-AdverseReaction
83 NN O O
( NN O O
4.7 NN O O
) NN O O
59 NN O O
( NN O O
4.8 NN O O
) NN O O
Rash NN B-AdverseReaction B-AdverseReaction
48 NN O O
( NN O O
2.7 NN O O
) NN O O
30 NN O O
( NN O O
2.4 NN O O
) NN O O
Pruritus NN B-AdverseReaction B-AdverseReaction
38 NN O O
( NN O O
2.1 NN O O
) NN O O
41 NN O O
( NN O O
3.3 NN O O
) NN O O
* NN O O
Comparators NN O O
included NN O O
linezolid NN O O
, NN O O
cefazolin NN O O
, NN O O
cephalexin NN O O
, NN O O
and NN O O
vancomycin NN O O
. NN O O
The NN O O
following NN O O
selected NN O O
adverse NN O O
reactions NN O O
were NN O O
reported NN O O
in NN O O
DALVANCE NN O O
treated NN O O
patients NN O O
at NN O O
a NN O O
rate NN O O
of NN O O
less NN O O
than NN O O
2 NN O O
% NN O O
in NN O O
these NN O O
clinical NN O O
trials NN O O
: NN O O
Blood NN O O
and NN O O
lymphatic NN O O
system NN O O
disorders NN O O
: NN O O
anemia NN B-AdverseReaction B-AdverseReaction
